m1	m2	ani	group
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meer_99/dereplicated_genomes/bin.33.fasta	0.639165074	T-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.663067857	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.669519845	T-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.636394465	CS-T
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.628749676	CS-T
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.622653103	CS-T
drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.639092263	CS-T
drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.61979791	CS-T
drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.636314704	T-T
drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.647788046	T-T
drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.642165427	T-T
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.651514048	T-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.673664157	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.64189306	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.685105435	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.667990097	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.682056585	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.960986592	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY0-2AP1_bin.16.fasta	0.693754528	T-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.643925087	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.6330028	T-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.636042852	CS-T
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.634407303	CS-T
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.631998664	CS-T
drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.633027326	CS-T
drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.631084327	CS-T
drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.642128329	T-T
drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.636713672	T-T
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.632999947	T-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.633578212	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.664735171	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.635399753	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.635428277	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.63295808	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.637366125	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY24-26AP1_bin.37.fasta	0.635578635	T-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.653497151	T-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.631125646	T-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.650354613	CS-T
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.648550697	CS-T
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.634846752	CS-T
drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.652746116	CS-T
drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.632792885	CS-T
drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.657667521	T-T
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.639576436	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.647226322	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.64156788	T-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.633324137	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.633445223	T-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.649264108	T-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.642189251	CS-T
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.627574148	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.626828257	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.6328169	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.629494877	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.629515161	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.626480117	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.627708158	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.626660654	CS-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	0.633718293	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.634172	CS-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.640450405	CS-CS
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.647898086	CS-CS
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.643919441	CS-CS
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.656265703	CS-CS
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.63164019	CS-T
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.626934178	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.631392895	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.628780415	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.625291429	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.630746953	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.629306084	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.621909032	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.621080913	CS-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@9487.fasta	0.627177246	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.627674076	CS-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.64753982	CS-CS
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@13885.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.649078412	CS-CS
drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.637170048	CS-CS
drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.627715262	CS-T
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.620627813	CS-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.670284747	W-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.635365831	CS-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.663816993	W-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.658437981	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.666294723	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.640953469	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.680108445	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.661959056	W-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.672121426	W-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	0.696873004	W-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.664002958	W-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.637177683	CS-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.630530806	T-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.639947721	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.764721321	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.63241187	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.665820192	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.667972362	W-W
drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.674947816	W-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@8250.fasta	0.646050901	W-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	0.646518482	W-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	0.634531739	W-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	0.648083191	W-W
drep_water_99/dereplicated_genomes/metawrap_MT05_Fast_enzy_PCR_bin.42.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	0.64645237	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.634675645	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.630764955	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.636085732	T-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.630029459	T-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	0.650267649	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	0.639071767	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	0.642025018	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	0.63727956	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5468.fasta	0.641172065	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_water_99/dereplicated_genomes/MT07_Fast_enzy_PCR@5600.fasta	0.644354964	W-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	0.63790996	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	0.638938562	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.13.fasta	drep_meth_99/dereplicated_genomes/metawrap_CS01_Fast_PCR_1_bin.2.fasta	0.625628919	CS-W
drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.636849468	T-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.45.fasta	0.653650202	W-W
drep_water_99/dereplicated_genomes/metawrap_MT06_Fast_enzy_PCR_bin.43.fasta	drep_water_99/dereplicated_genomes/metawrap_MT08_Fast_enzy_PCR_bin.9.fasta	0.669531812	W-W
drep_water_99/dereplicated_genomes/MT08_Fast_enzy_PCR@14590.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.2.fasta	0.647011693	T-W
drep_water_99/dereplicated_genomes/metabat2_MT01_Fast_enzy_PCR_bin.35.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.643452697	T-W
drep_meth_99/dereplicated_genomes/CS01_Fast_PCR_1@11265.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.678897267	CS-T
drep_meth_99/dereplicated_genomes/CS12_Fast_PCR_1@4954.fasta	drep_meer_99/dereplicated_genomes/metawrap_FDZ070-GBkY28-30AP1_bin.55.fasta	0.644900756	CS-T
