clade_name	Prochlorococcus	Brevibacterium	Alcanivorax	Paracoccus	Marinobacter	Myoviridae_unclassified	Thaumarchaeota_unclassified	Acinetobacter	Idiomarina	Alteromonas	Sphingomonadaceae_unclassified	Nitratireductor	Alphaproteobacteria_unclassified	Sphingomonadales_unclassified	Pseudomonas	Rhodococcus	Croceicoccus	Podoviridae_unclassified	Zunongwangia	Salinicola	Ralstonia	Gramella	Halomonas	Siphoviridae_unclassified	Candidatus_Nitrosopelagicus	Bpp1virus	Sphingobium	Achromobacter	Cutibacterium	Stenotrophomonas	Spongiibacter	Sagittula	Brevundimonas	Sphingopyxis	Hyphomonas	Labrenzia	Stappia	Henriciella	Aequorivita	Muricauda	Cyprinivirus	Roseibacillus	Ochrobactrum	Massilia	Dietzia	Synechococcus	Geminicoccus	Bordetella	Rhadinovirus	Viruses_unclassified	Martelella	Methyloceanibacter	Aspergillus	Oceanibaculum	Novosphingobium	Pseudoalteromonas	Roseivivax	Erythrobacter	Thalassospira	Pseudonocardia	Salipiger	Phikmvvirus	Ahrensia	Flavobacterium	Sinimarinibacterium	Marivirga	Roseovarius	Retroviridae_unclassified	Rubinisphaera	Leucobacter	Delftia	Psychrobacter	Epibacterium	Macavirus	Sphingomonas	Moraxella	Tistrella	Gammaproteobacteria_unclassified	Hapunavirus	Pseudacidovorax	Citreicella	Thalassococcus	Bacteria_unclassified	Prasinovirus	Caenispirillum	Enhydrobacter	Limnobacter	Chromohalobacter	Caulobacter	Staphylococcus	Cupriavidus	Comamonas	Devosia	Luz24virus	Rubrivirga	Parvibaculum	Alcaligenes	Inoviridae_unclassified	Ranavirus	Gammaretrovirus	Pelagibaca	Citrobacter	Candidatus_Micropelagos	Candidatus_Parvarchaeota_unclassified	Thermus	Xanthomonadaceae_unclassified	Micrococcus	Hk97virus	Chryseobacterium	Prymnesiovirus	Albimonas	Marinibacterium	Agrobacterium	Aerococcus	Alicycliphilus	Desemzia	Betabaculovirus	Oceanococcus	Epsilon15virus	Candida	Paraphotobacterium	Balneola	Roseivirga	Corynebacterium	Malassezia	Varicellovirus	P2virus	Vhmlvirus	Rhodopirellula	Ssp2virus	Betaretrovirus	Gordonia	Bradyrhizobium	Variovorax	P1virus	Methylobacterium	Robiginitalea	Kocuria	Lutibaculum	Mastadenovirus	Kroppenstedtia	T7virus	Maritimibacter	Cloacibacterium	Salegentibacter	Blastomonas	Macrococcus	Abyssibacter	Lactobacillus	Porticoccus	Vibrio	Leeuwenhoekiella	Pandoraea	Limimaricola	Deltapolyomavirus	Simplexvirus	Exiguobacterium	Phietavirus	Pluralibacter	Aurantimonas	Alphabaculovirus	Silviavirus	Elvirus	Hydrogenophilus	Euryarchaeota_unclassified	Streptococcus	P22virus	Mycolicibacterium	Lentivirus	Bosea	Klebsiella	Pantoea	Candidatus_Berkiella	Alpharetrovirus	Kayvirus	Trichodesmium	Enterobacter	Candidatus_Accumulibacter	Rhodospirillales_unclassified	Enterococcus	Paludisphaera	Photobacterium
MT06_enzy_WGS.metaphlan3	0.013616984	0.012670914	0.569258038	0.13655823	0.08383636	0.021009431	1.54654163	0.903101098	1.007572148	1.666527945	0.248948003	0.06034435	0.196379034	0.01991797	0.048184013	0	0.012690709	0.01275146	0.007157636	0.033911061	0	0.056079529	0.008651143	0.006318051	0	0	0.013442923	0.0007959	0.0274797	0	0	0.003105784	0.011168534	0	0.006814976	0.004291442	0.010328949	0.001964493	0.000567232	0.004107825	0.00952554	0	0	0	0	0	0	0	0	0	0	0	0.001949476	0.0014232	0.004906455	0.000427301	0.007322141	0.001970637	0.004135812	0.00059044	0.000790439	0.005903036	0.001919442	0	0	0	0.00104641	0.001662789	0.00045597	0	0	0	0	0	0	0	0	0	0.002171318	0	0	0	0.001596578	0	0	0.000873715	0	0	0	0.001910569	0.002027974	0	0	0	0	0.000399315	0	0	0	0.001108526	0.001227979	0.00408803	0	0.006539893	0.000297609	0	0	0	0	0	0	0	0	0	0	0.002785649	0	0	0	0	0	0	0.000364503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225937	0	0	0	0	4.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111945	0	0
MT06_Fast_enzy_PCR.metaphlan3	0.017722125	0.013912676	0.701576363	0.16179456	0.098308055	0.037163673	1.431622323	0.878092316	1.104461486	1.724249615	0.312819382	0.068618918	0.203425572	0.027130113	0.066894467	0	0.014756587	0.007655527	0.006391456	0.046862541	0	0.055196787	0.01098664	0.005488652	0	0	0.018658686	0.001083797	0.027104975	0	0	0.005316278	0.01231535	0	0.006660071	0.003428791	0.014511673	0.002467092	0	0.00704432	0.002472838	0	0	0	0	0	0	0	0.005587766	0	0.002970566	7.97E-05	0.002049805	0.001274126	0.005536772	0.000389276	0.009904998	0.002716315	0.006309579	0.000347619	0.001012693	0.01078482	0.003262882	0	0	0	0.000990428	0.004748165	0.00040005	0	0	0	0	0.000851811	0	0	4.17E-05	0	0.001493183	0	0	0	0.001103189	0	0	0	0	0	0	0.002662448	0	0	0	0.004981587	0	0.000286571	0	0	0	0	0.001679203	0.002875042	0	0.004154195	0.000728277	0	0	0	0	0	0	0	0	0	0	0.000513529	0	0	0	0	0	0	0	0	0	0	0	0.005490806	0	0	0.000754851	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT07_enzy_WGS.metaphlan3	0.023054665	4.336343632	1.717807568	1.107936551	2.377584578	0.032144208	0.80584623	0.26667504	0.24351737	0.143404292	0.260908072	0.266656551	0.264774727	0.056165536	0.020017333	0.002789062	0.172871687	0.008070057	0.117918442	0.04757121	0.000393532	0.073255147	0.003997392	0.028340941	0	0	0.043163118	0.025694502	0.062192658	0.035057405	0.006893421	0.005846202	0.026517222	0.068997601	0.067259719	0.079999342	0.015463978	0.010783846	0.099996867	0.039314951	0.010732344	0	0.030377274	0	0.03312804	0	0	0.002609464	0	0	0.003124489	0.008681485	0.018035145	0.001492254	0.010342773	0.010976651	0.000336748	0.012554743	0.003256547	0.001476407	0.005414373	0.005888461	0	0.003867975	0	0.005333818	0.000620672	0.010303156	0	0.007113958	0.002535511	0.000299771	0.002425903	0	0.002561923	0.006720425	0.001523948	0.000673495	0	0.001685059	0.002981867	0	0	0	0	0.005637551	0.000277322	0	0.00260154	0.003667247	0.000849132	0	0	0	0.002165749	0	0	0	0	0	0	0.001102683	0	0	0	0	0	0	0.003566883	0	0	0	0.001243985	0	0.001401134	0	0	0	0	0.002474765	0	0	0	0.002662287	0.000894032	0	0.001542436	0	0	0	0	0.001943892	0	0	0	0	0	0	0	0.000279963	0	0	0	0.000954778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011489	0	0	0	0	0	0	0	0.000110929	0
MT07_Fast_enzy_PCR.metaphlan3	0.02196443	5.136115791	1.864055434	1.25652669	2.443744455	0.041482138	0.717034632	0.270691941	0.234570452	0.126240486	0.319627811	0.286000483	0.256133804	0.064826623	0.018666675	0.00361833	0.199708263	0	0.102870125	0.053717184	0	0.066031295	0.003907279	0.057736593	0	0	0.054998047	0.027234513	0.055458065	0.040725983	0.005968736	0.009244928	0.033388694	0.087892221	0.067940371	0.066502814	0.018566046	0.011984911	0.098100312	0.030671711	0.006010425	0	0.028009356	0	0.041111249	0	0	0.003780774	0	0	0.002854988	0.010972871	0.01689273	0.001788321	0.011237381	0.006473318	0.000227134	0.009901891	0.001420306	0.002550226	0.007338727	0.004384548	0	0.004480864	0.000327763	0.003414197	0.000349326	0.003846902	0	0.008805035	0.004117163	0.000350764	0.002846362	0	0.003484638	0.006494882	0.001411681	0.000493082	0	0.001589938	0.002267027	0	0	0	0	0.002498474	0	0	0.003908717	0.002387782	0	0.000379515	0	0	0.001620126	0	0	0	0	0	0	0.000553459	0	0	0	0	0	0	0.003868465	0	0	0	0.000398203	0	0.001158671	0	0	0	0	0.001569812	0	0	0	0.001191735	0.000438455	0	0	0	0	0	0	0.001812759	0	0	0	0	0	0	0	0	0	0	0	0.000552022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32E-05	0	0	0	0	0	0	0	0	0
MT08_enzy_WGS.metaphlan3	0.011686505	6.064576959	6.055081027	1.354111519	0.629713531	0.018440086	0.137278719	0.351467248	0.448980852	0.124631255	0.834337932	0.451345018	0.316296138	0.00771454	1.099130784	0.015575807	0.167785561	0.023858656	0.199420754	0.160426472	0	0.211198189	0.04706634	0.033656308	0	0.212989913	0.122132761	0.156797559	0.076159641	0.0920847	0.134172651	0.118220727	0.066769106	0.043704016	0.072538995	0.054171239	0.077473986	0.060025858	0.022203326	0.056378346	0.008888357	0	0.018409087	0	0.034749528	0	0	0.069408127	0	0	0.034003493	0.032300632	0.021903672	0.049234182	0.012779725	0.021771411	0.003329259	0.012447006	0.026667137	0.003887235	0.006185271	0.002651421	0.013474096	0.001967383	0.008532905	0.01936798	0.007224761	0.004267486	0.004463811	0.009384336	0	0.010043575	0.008921422	0.001146951	0.00826425	0.001521002	0	0	0	0.005011454	0.006247269	0.009204544	0	0	0.000739835	0.000927894	0.007687674	0.000533177	0.003843837	0.000752235	0.00227117	0.001756592	0.005309042	0	0	0.006809378	0.003366457	0	0	0.004267486	0.001368075	0	0	0	0	0	0.001409407	0.004315017	0	0	0.002008715	0	0.000958893	0	0.001384608	0	0	0	0	0	0	0.000991958	0.000452581	0	0.000998158	0	0	0	0	0	0.001016757	0	0	0.00038645	0	0.001000224	0.001361876	0.00056211	0	0	0	0	0	0	0	0.000568309	0	0	0	0	0	0	0.000690237	0	0	0	0	0	0	0.000105396	0	0	0	0	0	0	0	0.000177726	0	0	0.000264522	8.89E-05	0	0	0	0	0.000148794	0	0	0	0	0
MT08_Fast_enzy_PCR.metaphlan3	0.028788205	5.635247031	5.659796618	1.23201538	0.586088513	0.043602122	0.341187465	0.539032777	0.433645977	0.127170664	0.83110286	0.392928947	0.243541453	0.007528351	1.213286558	0.017363158	0.15190841	0.02652019	0.326278457	0.18268138	0	0.216064286	0.045698164	0.059292088	0	0.211623348	0.110784715	0.171713578	0.064548378	0.129754299	0.117392508	0.1097023	0.066739511	0.041087277	0.06377956	0.043527263	0.070725228	0.066118387	0.018040932	0.054826871	0.004285151	0	0.016744057	0	0.03284878	0	0	0.080477083	0.001816839	0	0.029720903	0.032828548	0.018123883	0.04405532	0.009140847	0.026578863	0.003307943	0.010830224	0.024181363	0.001527521	0.00776102	0.004111155	0.012614692	0.032397605	0.007313891	0.014079494	0.006389286	0.002057601	0.00430943	0.007613326	0	0.012901988	0.008475212	0	0.00856221	0.002413685	0	0	0	0.007682115	0.005195594	0.007930969	0	0	0.000232669	0.003113715	0.007562746	0.00026504	0.004380242	0.002425825	0	0.001145135	0.003872417	0	0	0.005397915	0.003411126	0	0	0.006953761	0.000495686	0	0	0	0	0	0.001126926	0	0.000780958	0	0.002642308	0	0.00181077	0	0.001970603	0	0	0	0	0	0	0.001869443	0.000596846	0	0.001106694	0	0	0	0	0	0.001472894	0	0	0.001719725	0	0.000914489	0.000374293	0.000934721	0	0.000560428	0	0	0.000975186	0.00026504	0	0.001094555	0	0	0	0	0	0.000985302	0.00031562	0.000671705	0	0	0.000269086	0	0	0	0	0	0	0	0	0	0	0.000655519	0	0	0	8.70E-05	5.87E-05	0	0	0	0	0.00015174	0	0	0	0
MT09_enzy_WGS.metaphlan3	7.098064171	0.000134622	0	0.000479742	0.001117767	0.618570003	0	0.036059012	0	0.001686442	0.000111777	0	0	0	0	0.041746571	0	0.130763278	0	0	0	0	0	0.000456898	0	0	0.000769383	0	0.000556436	0	0	0	0	0	0	0	0	0	0	0	0.004668514	0.056718942	0	0	0	0.072867009	0.048508655	0	0.009009042	0.01677059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002112336	0.000744906	0.003783275	0	0	0	0	0	0	0	0	0	0.001250757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003366356	0	0	0	0	0	0	0.005544779	0	0	0	0	0	0	0	0	0	0	0.000518905	0	0	0	0	0.000190918	0	0	0	0	0	0	0.000476479	0	0	0	0	0.000510746	0	0	0	0	0	0	0	0	0	0	0	0	0.000815073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000512378	0	0	0	0	0	0	0
MT09_Fast_enzy_PCR.metaphlan3	7.759722956	0	0	0	0	0.62568946	0	0.032820282	0	0.000918581	0	0	0	0	0	0.02275079	0	0.12645182	0	0	0	0	0	0.001198604	0	0	0	0	0.000783367	0	0	0	0	0	0	0	0	0	0	0	0.004134049	0.035990388	0	0	0	0.050973807	0.026658901	0	0.006306191	0.015614125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000493748	0	0	0	0	0	0.00042745	4.62E-05	0.003103808	0	0	0	0	0	0	0	0	0	0.000967432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002741784	0	0	0	0	0	0	0.004079963	0	0	0	0	0	0	0.000726664	0	0	0	0.000518174	0	0	0	0	0	0	0	0	0	0	0	0.000204129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT10_enzy_WGS.metaphlan3	6.618444015	0.003075955	0.049623711	0.061187648	0.028500466	1.912194034	0	0.010283228	0.001386809	0.05689671	0.000223467	0.034501206	0.015527186	0.063740615	0.001263808	0.029885397	0.004684352	0.332982414	0.000584018	0.002402737	0	0.00135019	0.000780256	0	0	0	0.000716408	0	0.000179337	0	0.016099937	0.000173703	0	0.000358674	0.001697596	0	0	0.002058148	0.000234734	0	0.00580732	0.042843653	0	0	0	0.017698006	0.026450768	0	0.00681292	0.026514616	0	0	0	0	0.000549278	0	0.001665673	4.23E-05	0	0.000844104	0.000373697	0.000540827	0	0	0.001181182	0	0	0	0.000681668	0	0	0	0	0.001887262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307032	0	0.001274136	0	0	0	0	0	0	0	0.001207472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT10_Fast_enzy_PCR.metaphlan3	6.538983579	0.001227493	0.027806665	0.037380745	0.015691362	1.928299095	0	0.006417276	0.000422008	0.043376929	0	0.019357329	0.012319885	0.039105473	0.001015572	0.015116147	0.002276092	0.361993971	0.000461457	0.001415562	0	0.000584389	0.00017339	0.001874266	0	0	0	0	0.000248618	0	0.010646531	0	0	0	0.000414669	0	0	0.001021076	0	0	0.005361338	0.02589295	0	0	0	0.010431857	0.013818013	0	0.002422877	0.040385259	0	0	0	0	0	0	0.00049907	0	0	0.000838512	0	0	0	0	0.000454117	0	0	0.000686222	0.000333937	0	0	0	0	0.000738514	0	0	0	0	0.000964197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000344028	0	0	0	0	0	0	0	0.000555032	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000628425	0	0	0	0.001874266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT11_enzy_WGS.metaphlan3	0.014801196	0.183380005	0.100119195	0.266385039	0.217608328	0.076666708	0.014630877	0.037166783	0.185068959	0.077702572	0.002841134	0.284489963	0.16670915	0.332201137	0.000174771	0.154623276	0.02920864	0.036457612	0.008123122	0.024113589	0.367051394	0.002473493	0.008387206	0.011319731	0.218000598	0.002902259	0.001132893	0	0.006101836	0.002248576	0.015739438	0.010874052	0	0	0	0	0.000577425	0.00890588	0	0	0.022721952	0	0.000186046	0.001552164	0.001954226	0	0	0	0.012377256	0	0.000938242	0.003218271	0	0.003514105	0.000521938	0	0.00794479	0.000332034	0	0.00221742	0.003807565	0.00245747	0.003442891	0	0.001467895	0	0.001742364	0	0.000868215	0	0.003692139	0	0.00833973	0.001885979	0	0	0	0.001522492	0.001310037	0	0	0.001173841	0	0.008533788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000499684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238566	0	0	0	0	0	0	0	0.000594339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT11_Fast_enzy_PCR.metaphlan3	0.014688754	0.144143316	0.090137223	0.223711413	0.191008526	0.083990798	0.016111511	0.03217935	0.174085402	0.078682821	0.002414319	0.252476462	0.168249152	0.267220464	0	0.116834435	0.021018286	0.033874136	0.009300536	0.027593801	0.309062354	0.002786583	0.009422344	0	0.24120043	0.001965499	0.000230461	0	0.003550315	0.001135996	0.013190755	0.010347346	0	0	0	0	0	0.008306869	0	0.000582467	0.012589872	0	0.000264399	4.47E-05	0.00119782	0	0	0	0.02150578	0	0	0.00127543	0	0.001723462	0	0	0.004296947	0.000219938	0	0.001350672	0.002333553	0.002366964	0.003008363	0	0.000496965	0	0.000323593	0.003480335	0.000720849	0	0.00121229	0	0.006337687	0	0	0	0	0.001017345	0.001641643	0	0	0	0	0.010231326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003695274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT12_enzy_WGS.metaphlan3	0.009482035	0.0375628	0.100540594	0.217656371	0.218216835	0.022525416	0.259054479	0.012989447	0.207339221	0.034397541	0.004048639	0.028003128	0.176262729	0.020757282	0.004208035	0.147948366	0.022247159	0.008105522	0.003701161	0.006364183	0	0.008886359	0.005456241	0.006201867	0	0	0.002761958	0	0.016709502	0.000336141	0.000384407	0.004419304	0.000657167	0.000175027	0	0	0	0.003496934	0.001475964	0.000521474	0.013087009	0	0	0	0.002377208	0	0	0	0.028112884	0.007358522	0.002474082	0.001708532	0	0.00079767	0.000538994	0.001180016	0.002173668	0	0	0.00181932	0.002436466	0.002427878	0.004287047	0	0	0	0	0.0015165	0.001276718	0	0	0	0	0.000816049	0	0.001348344	0.001728628	0.001855733	0	0	0	0	0.009578223	0	0	0	0	0	0.002144983	0.001729315	0	0.009243971	0	0	0	0	0	0	0.011823688	0	0	0	0	0	0.002065629	0	0.00013054	0	0	0	0	0.004047608	0	0	0	0	0.00138888	0	0	0	0	0	0	0	7.78E-05	0.000727247	0	0	0	0	0	0	0.001665419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382002	0	0	0	0	0	0.000416011	0	0	0	0	0	0	0	0	0	0	0	0
MT12_Fast_enzy_PCR.metaphlan3	0.009641019	0.029368101	0.081184317	0.188047594	0.16328567	0.010031121	0.344188747	0.013612909	0.169876303	0.029288443	0.002920849	0.022698703	0.158695723	0.020516665	0.002851762	0.094903089	0.015888601	0.007903429	0.00440115	0.005442364	0	0.007923381	0.005018315	0.005283197	0	0	0.002224324	0	0.008364404	0	9.48E-05	0.003125131	0.000205473	0	0	0	0	0.003134958	0.00192877	0	0.005206963	0	0	0	0.000568774	0	0	0	0.00378205	0.000529019	0.001274977	0.000285876	0	0.000359281	0.00028126	0	0.001191746	0	0	0.003343707	0.000979721	0.002690361	0.004951908	0	0	0	0	0.004284567	0.001165094	0	0	0	0	0.000768441	0	0.000828594	0.00050609	0.002123969	0	0	0	0	0.008003932	0	0	0.002895835	0	0	0.002708675	0.004518628	0	0.006582146	0	0	0	0	0	0.006161372	0.003735	0	0	0	0	0	0.000927161	0	0	0	0	0	0	0.003077336	0	0	0	0	0	0	0	0	0	0.000481225	0	0	0	0	0.001607308	0	0	0	0	0	0.000885322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT13_enzy_WGS.metaphlan3	0.014589615	0.059689513	0.334824092	1.207612644	0.33163057	0.023952248	0.322151707	0.012071678	0.420024895	0.097647993	0.007666686	0.547395826	0.163275835	0.75099832	0.001868615	0.266959388	0.190324933	0.00260902	0.074536733	0.062330385	0	0.019789774	0.232048583	0.093026188	0	0.000588971	0.000942131	0	0.021977462	0	0.0095733	0.013128921	0.001683095	0.00122544	0.001027627	0	0.001061713	0.025678929	0.005059343	0.003814344	0.016735393	0	0	0	0.007819238	0	0	0	0.019815479	0.00780918	0.012600859	0.010541694	0	0.002350856	0.009880079	0.016125187	0.004024452	0.008176309	0	0.021096799	0.006195376	0.005946711	0.004968259	0	0.018786735	0	0.00998625	0	0.011774399	0	0.00029728	0	0	0.00464751	0	0	0.010194123	0.000240841	0	0	0	0.002148013	0	0	0.012232053	0	0	0.010491961	0	0	0.007742683	0	0.000709113	0	0.003097967	0	0	0.006988308	0	0	0	0	0	0	0	0	0.001479134	0	0	0	0.001334965	0	0	0	0	0.000528063	0	0.00227486	0.001129328	0	0	0	0	0	0	0	0	0	0.000552091	0	0.000411833	0	0	0	0	0.000792373	0.000348689	0	0.001038802	0	0	0	0.000132435	0	0.000549856	0	0	0	0	0.000585619	0	0	0	0	0	0	0	0	0	0.000596795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT13_Fast_enzy_PCR.metaphlan3	0.030295437	0.055319411	0.256295734	0.898606964	0.345991065	0.043043918	0.44998021	0.018655408	0.486043308	0.123659129	0.005316337	0.462857641	0.168878169	0.564006798	0.000672086	0.27116621	0.179202396	0.003646697	0.07632944	0.065945896	0	0.021524796	0.308855622	0.054286266	0	0	0.00065197	0	0.018831295	0	0.007645168	0.009639762	0.000844362	0.000300711	0.000711286	0	0.000803099	0.024148148	0.005962633	0.00267029	0.011019524	0	0	0	0.005209567	0	0	0	0.003112845	0.003862301	0.014026114	0.008322412	0	0.001856875	0.00540557	0.015446108	0.001399878	0.006373209	0	0.021868833	0.005097123	0.006565086	0.003995377	0	0.013179688	0	0.005561342	0	0.007881404	0	0	0	0	0.001897108	0	0	0.008889791	0.000953712	0.010130802	0	0	0.001104325	0	0	0.010041053	0	0	0.008284243	0	0	0.003170615	0	0.000289363	0	0.002031731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186719	0	0	0	0	0.000301226	0	0.000637011	0.001898655	0	0	0	0.000249647	0	0	0	0	0	0.001118252	0	0	0	0	0	0	5.62E-05	6.40E-05	0	0.001324571	0	0	0	0.00011915	0	4.69E-05	0	0	0	0	0.000841268	0	0	0	0	0	0.001379246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT14_enzy_WGS.metaphlan3	0.005841044	0.059302727	1.673944707	0.630401458	0.164508588	0.011776326	0.379362219	0.445869466	0.76746478	0.912937337	1.118413886	0.295753788	0.260091159	0.105289911	0.150608941	0.614697709	0.053239248	0.004260227	0.000909267	0.103449303	0.000429588	0.031137518	0.020891071	0.059781556	0	0	0.071205552	0.009508676	0.04965991	0.001673357	0.000732677	0.022538109	0.065774569	0	0.029602546	0.007807302	0.051296761	0.008254719	0	0.002487538	0.059663547	0	0	0.003953742	0.004473323	0	0	0.000694473	0.02203381	0	0.002707426	0.003870541	0.003290681	0.004742452	0.023429548	0	0.046437148	0.004135425	0.008807411	0.004884233	0.005127044	0.009936567	0.009495941	0	0.000212247	0	0.007533928	0.003839977	0.001793914	0	0	0	0.000223284	0.006198468	0.001782028	0.000595141	0.003710082	0.002541873	0	0	0	0.001610532	0.006514292	0	0.001580817	0	0	0.000550145	0	0	0.004974226	0	0	0.006236673	0.001903433	0.002428957	0	0	0	0	0.007148487	0.0025614	0	0.000627403	0.004907156	0.001664867	0.002496876	0	0	0	0.00021819	0	0	0	0	0.000444021	0.001758256	0	0	0	0	0	0	0	9.76E-05	0.000921153	0	0	0	0	0	0	0	0	0	0	0	0.000578161	0.000527222	0.000522977	0	0	0.000660513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190174	0.001139343	0	0	0.000607027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT14_Fast_enzy_PCR.metaphlan3	0.007821138	0.033712089	1.060531402	0.335094738	0.131052768	0.022638903	0.914330562	0.923847548	1.092696489	1.674863254	0.585158749	0.218695838	0.213328161	0.056247302	0.12127321	0.421690028	0.029973363	0.002098905	0.004440312	0.082098951	0	0.051076136	0.01986099	0.028637088	0	0	0.046323078	0.003916841	0.040617569	0.000816984	0.000803605	0.010518774	0.030900728	0	0.02085358	0.005754009	0.027900381	0.004583305	0	0.005642792	0.00440101	0	0	0.002802999	0.000636361	0	0	0.000255046	0.003265427	0	0.003068916	0.001321223	0.003002019	0.002224337	0.011272205	0	0.022889769	0.007157181	0.00416018	0.002823069	0.002620704	0.011160152	0.005179528	0	0	0	0.002396598	0.001849712	0.000343685	0	0	0	0	0	0	0.000234977	0.001030219	0.009944293	0	0	0	0	0.003951962	0	0.000219089	0	0	0	0	0.000393858	0.002109776	0	0	0.006188006	0.000449049	0.001055306	0	0	0	0	0.002767042	0.001891523	0	0.001868945	0.002104758	0.000978374	0.00084876	0	0	0	0	0	0	0	0	0.001036073	0	0	0	0	0	0	7.02E-05	0	0.000205709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000452393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001739331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
